Date,Town,State/Province,Latitude,Longitude,Number,Image,S.No
2022-08-31,Catonsville,MD,39.3,-76.7,4.0,,6738.0
2022-08-31,Palmarejo,PR,18.3,-66.3,1.0,,6721.0
2022-08-31,Soldiers Grove,WI,43.4,-90.8,7.0,,6736.0
2022-08-31,Sacramento,CA,38.7,-121.3,1.0,,6735.0
2022-08-31,Hammond,IN,41.6,-87.5,15.0,,6734.0
2022-08-31,Toronto,ON,43.7,-79.4,1.0,,6732.0
2022-08-31,New Hartford,NY,43.1,-75.3,1.0,,6730.0
2022-08-31,Gaithersburg,MD,39.2,-77.2,1.0,,6729.0
2022-08-31,Mokena,IL,41.5,-87.9,1.0,,6733.0
2022-08-31,Lusby,MD,38.4,-76.5,4.0,,6728.0
2022-08-31,Menominee,MI,45.2,-87.7,6.0,,6727.0
2022-08-31,Hinsdale,IL,41.8,-87.9,5.0,,6726.0
2022-08-31,Louisville,KY,38.1,-85.9,2.0,,6725.0
2022-08-31,Charlotte,NC,35.2,-80.8,1.0,,6724.0
2022-08-31,Louisville,KY,38.2,-85.7,4.0,,6723.0
2022-08-31,Ritner,KY,36.8,-84.6,1.0,,6722.0
2022-09-01,Merrick,NY,40.6,-73.5,2.0,,6510.0
2022-09-01,Mounds,OK,35.9,-95.9,3.0,,6515.0
2022-09-01,Mt Pleasant,SC,32.9,-79.8,1.0,,6514.0
2022-09-01,Strafford,VT,43.8,-72.4,1.0,,6513.0
2022-09-01,Ste-Genevi̬ve,MB,49.8,-96.5,1.0,,6512.0
2022-09-01,Hammond,IN,41.6,-87.5,6.0,,6511.0
2022-09-01,Rochester,NY,43.2,-77.6,1.0,,6516.0
2022-09-01,Toronto,ON,43.6,-79.5,7.0,,6509.0
2022-09-01,Welshpool,NB,44.9,-67.0,1.0,,6500.0
2022-09-01,Edgemere,MD,39.2,-76.4,1.0,,6507.0
2022-09-01,Allen Park,MI,42.2,-83.2,6.0,,6506.0
2022-09-01,St. Louis,MO,38.6,-90.2,1.0,,6505.0
2022-09-01,Dundalk,MD,39.3,-76.5,1.0,,6504.0
2022-09-01,Pensacola,FL,30.5,-87.4,1.0,,6503.0
2022-09-01,Grey Highlands,ON,44.5,-80.7,1.0,,6502.0
2022-09-01,Maple Lake,MN,45.3,-94.1,1.0,,6501.0
2022-09-01,Toronto,ON,43.7,-79.4,1.0,,6517.0
2022-09-01,Green Bay,WI,44.5,-88.0,1.0,,6508.0
2022-09-01,Clinton,CT,41.3,-72.5,10.0,,6518.0
2022-09-01,Washington,DC,38.9,-77.1,1.0,,6536.0
2022-09-01,Falls Church,VA,38.8,-77.2,2.0,,6520.0
2022-09-01,Attila,IL,37.8,-88.8,4.0,,6499.0
2022-09-01,Ponca City,OK,36.7,-97.1,1.0,,6539.0
2022-09-01,Coon Rapids,MN,45.1,-93.3,8.0,,6537.0
2022-09-01,Mooresville,NC,35.5,-80.8,2.0,,6535.0
2022-09-01,Milwaukee,WI,43.0,-87.9,3.0,,6534.0
2022-09-01,Lehigh,IA,42.4,-94.0,1.0,,6533.0
2022-09-01,Lehigh,IA,42.4,-94.0,1.0,,6532.0
2022-09-01,Lehigh,IA,42.4,-94.0,1.0,,6531.0
2022-09-01,Milton,NH,43.5,-71.0,2.0,,6519.0
2022-09-01,Lehigh,IA,42.4,-94.0,2.0,,6530.0
2022-09-01,Middleton,WI,43.1,-89.5,1.0,,6528.0
2022-09-01,Onancock,VA,37.7,-75.8,2.0,,6527.0
2022-09-01,Chester,NS,44.6,-64.2,5.0,,6526.0
2022-09-01,Summit,NY,42.6,-74.6,1.0,,6525.0
2022-09-01,Newton,NH,42.8,-71.1,2.0,,6524.0
2022-09-01,Marxville,WI,43.2,-89.6,4.0,,6523.0
2022-09-01,Grand Meadow,MN,43.7,-92.6,4.0,,6522.0
2022-09-01,Neptune Township,NJ,40.2,-74.0,1.0,,6521.0
2022-09-01,Lehigh,IA,42.4,-94.0,1.0,,6529.0
2022-09-01,Wake Forest,NC,36.0,-78.6,3.0,,6498.0
2022-09-01,Mineral,VA,37.8,-77.9,1.0,,6461.0
2022-09-01,Spartanburg,SC,34.8,-81.9,1.0,,6496.0
2022-09-01,Bloomington,IN,39.1,-86.5,1.0,,6472.0
2022-09-01,Mississauga,ON,43.6,-79.6,1.0,,6471.0
2022-09-01,Center Line,MI,42.5,-83.0,1.0,,6470.0
2022-09-01,Salt Lake City,UT,40.7,-111.9,1.0,,6469.0
2022-09-01,Fort Wayne,IN,41.1,-85.1,1.0,,6468.0
2022-09-01,Traverse City,MI,44.7,-85.7,1.0,,6467.0
2022-09-01,Salaberry-de-Valleyfield,QC,45.3,-74.1,1.0,,6466.0
2022-09-01,Minneapolis,MN,45.0,-93.2,6.0,,6465.0
2022-09-01,Minneapolis,MN,45.0,-93.2,1.0,,6473.0
2022-09-01,Marshall,IL,39.4,-87.7,2.0,,6464.0
2022-09-01,Minneapolis,MN,45.0,-93.2,1.0,,6462.0
2022-09-01,Renfrew,ON,45.5,-76.7,1.0,,6540.0
2022-09-01,Windsor,ON,42.2,-83.1,1.0,,6460.0
2022-09-01,New Brighton,MN,45.1,-93.2,2.0,,6459.0
2022-09-01,Pinconning,MI,43.9,-84.0,1.0,,6458.0
2022-09-01,Southwest Harbor,ME,44.3,-68.3,10.0,,6457.0
2022-09-01,Dacula,GA,34.0,-83.9,12.0,,6456.0
2022-09-01,Grantville,GA,33.3,-84.9,1.0,,6455.0
2022-09-01,Fort Wayne,IN,41.1,-85.1,1.0,,6463.0
2022-09-01,Friendsville,TN,35.8,-84.1,1.0,,6474.0
2022-09-01,Wheatlands,VA,37.7,-77.7,1.0,,6475.0
2022-09-01,Minneapolis,MN,45.0,-93.2,1.0,,6476.0
2022-09-01,Mabel,MN,43.5,-91.9,7.0,,6495.0
2022-09-01,Hopkins,MN,44.9,-93.4,2.0,,6494.0
2022-09-01,New Brighton,MN,45.1,-93.2,1.0,,6493.0
2022-09-01,Gaithersburg,MD,39.2,-77.2,1.0,,6492.0
2022-09-01,Lusby,MD,38.4,-76.5,4.0,,6491.0
2022-09-01,Ashtabula,OH,41.9,-80.8,2.0,,6490.0
2022-09-01,Kenwood,CA,38.4,-122.6,1.0,,6489.0
2022-09-01,Fridley,MN,45.1,-93.3,2.0,,6488.0
2022-09-01,Cincinnati,OH,39.2,-84.6,1.0,,6487.0
2022-09-01,Homer City,PA,40.5,-79.2,1.0,,6486.0
2022-09-01,Saugatuck,MI,42.7,-86.2,3.0,,6485.0
2022-09-01,Philadelphia,PA,40.0,-75.2,1.0,,6484.0
2022-09-01,Groton,CT,41.3,-72.0,2.0,,6483.0
2022-09-01,Prior Lake,MN,44.7,-93.5,1.0,,6482.0
2022-09-01,Coon Rapids,MN,45.2,-93.3,1.0,,6481.0
2022-09-01,Broken Arrow,OK,36.1,-95.8,1.0,,6480.0
2022-09-01,Louisville,KY,38.2,-85.8,2.0,,6479.0
2022-09-01,Charlotte,NC,35.2,-80.8,1.0,,6478.0
2022-09-01,Durant,OK,34.1,-96.5,1.0,,6477.0
2022-09-01,Omaha,NE,41.2,-96.1,2.0,,6497.0
2022-09-01,Doylestown,OH,41.0,-81.7,1.0,,6541.0
2022-09-01,Kress,TX,34.4,-101.8,5.0,,6538.0
2022-09-01,Harrisville,MI,44.6,-83.3,1.0,,6543.0
2022-09-01,Grand Haven,MI,43.1,-86.2,20.0,,6605.0
2022-09-01,Decatur,GA,33.8,-84.3,1.0,,6604.0
2022-09-01,Minneapolis,MN,44.9,-93.3,6.0,,6603.0
2022-09-01,Maplewood,MN,44.9,-93.0,5.0,,6602.0
2022-09-01,Peabody,KS,38.2,-97.1,2.0,,6601.0
2022-09-01,Richmond,VA,37.6,-77.6,3.0,,6600.0
2022-09-01,Ottawa,ON,45.3,-75.7,1.0,,6599.0
2022-09-01,Kenosha,WI,42.6,-87.9,1.0,,6598.0
2022-09-01,Reston,VA,39.0,-77.4,1.0,,6606.0
2022-09-01,New Cumberland,PA,40.2,-76.9,1.0,,6597.0
2022-09-01,Smithville,TN,36.0,-85.8,2.0,,6595.0
2022-09-01,Wexford,PA,40.6,-80.1,1.0,,6594.0
2022-09-01,Hale,MI,44.3,-83.9,1.0,,6593.0
2022-09-01,Binghamton,NY,42.1,-75.9,2.0,,6592.0
2022-09-01,Jeff,IN,38.3,-85.7,1.0,,6591.0
2022-09-01,Tulsa,OK,36.0,-95.9,2.0,,6590.0
2022-09-01,Charleston,SC,32.7,-80.0,11.0,,6589.0
2022-09-01,Rodney,ON,42.5,-81.6,4.0,,6588.0
2022-09-01,Saginaw,MI,43.4,-84.0,2.0,,6596.0
2022-09-01,Erie,PA,42.1,-80.0,2.0,,6587.0
2022-09-01,Kawartha Lakes,ON,44.4,-78.7,1.0,,6607.0
2022-09-01,Cambridge,WI,43.0,-89.1,4.0,,6609.0
2022-09-01,Shakopee,MN,44.8,-93.5,13.0,,6627.0
2022-09-01,Barnesville,MN,46.7,-96.4,43.0,,6542.0
2022-09-01,Rockaway Township,NJ,40.9,-74.5,0.0,,6625.0
2022-09-01,Johnson City,TN,36.3,-82.3,1.0,,6624.0
2022-09-01,Durant,OK,34.1,-96.5,1.0,,6623.0
2022-09-01,Monroe,MI,41.9,-83.5,6.0,,6622.0
2022-09-01,Kirby,VT,44.5,-72.0,1.0,,6621.0
2022-09-01,Sikeston,MO,36.9,-89.6,1.0,,6620.0
2022-09-01,Fort Mitchell,KY,39.0,-84.6,1.0,,6608.0
2022-09-01,Loveland,OH,39.3,-84.2,3.0,,6619.0
2022-09-01,Ozark,AR,35.4,-93.8,1.0,,6617.0
2022-09-01,Alpharetta,GA,34.1,-84.3,1.0,,6616.0
2022-09-01,Meridian Charter Township,MI,42.7,-84.4,2.0,,6615.0
2022-09-01,Saginaw,MI,43.4,-83.9,1.0,,6614.0
2022-09-01,Ellicott City,MD,39.2,-76.9,3.0,,6613.0
2022-09-01,Cartier,ON,46.7,-81.6,1.0,,6612.0
2022-09-01,Fort Davis,TX,30.5,-103.8,1.0,,6611.0
2022-09-01,Vidor,TX,30.2,-94.1,6.0,,6610.0
2022-09-01,Akron,OH,41.2,-81.6,1.0,,6618.0
2022-09-01,Hamilton,ON,43.2,-79.7,20.0,,6586.0
2022-09-01,Hartland,CT,42.0,-72.9,1.0,,6626.0
2022-09-01,Douglasville,GA,33.7,-84.8,1.0,,6584.0
2022-09-01,McDonough,GA,33.4,-84.1,2.0,,6561.0
2022-09-01,Atlanta,GA,33.9,-84.3,3.0,,6560.0
2022-09-01,Asheville,NC,35.6,-82.6,1.0,,6559.0
2022-09-01,Benton City,WA,46.3,-119.4,1.0,,6558.0
2022-09-01,Crossville,TN,36.0,-84.9,2.0,,6557.0
2022-09-01,Francestown,NH,43.0,-71.8,1.0,,6556.0
2022-09-01,Fishkill,NY,41.5,-74.0,3.0,,6555.0
2022-09-01,Okeene,OK,36.0,-98.3,1.0,,6554.0
2022-09-01,Comstock,NY,43.4,-73.5,1.0,,6562.0
2022-09-01,Soldiers Grove,WI,43.4,-90.8,9.0,,6553.0
2022-09-01,Fairbury,IL,40.7,-88.5,1.0,,6551.0
2022-09-01,Lincoln,NE,40.7,-96.7,1.0,,6550.0
2022-09-01,Plainview,NY,40.8,-73.5,2.0,,6549.0
2022-09-01,Chesterfield,MO,38.7,-90.7,1.0,,6548.0
2022-09-01,Grand Rapids,MI,42.9,-85.6,1.0,,6547.0
2022-09-01,Abilene,TX,32.5,-99.8,2.0,,6546.0
2022-09-01,Plainfield,VT,44.2,-72.4,8.0,,6545.0
2022-09-01,Merrimac,WI,43.4,-89.7,1.0,,6585.0
2022-09-01,Toronto,ON,43.7,-79.3,91.0,,6552.0
2022-09-01,Buffalo,NY,42.9,-78.9,2.0,,6563.0
2022-09-01,Wichita,KS,37.7,-97.3,1.0,,6544.0
2022-09-01,Fairfield,PA,39.8,-77.4,2.0,,6565.0
2022-09-01,Mentor,OH,41.7,-81.4,1.0,,6583.0
2022-09-01,Belle River,ON,42.3,-82.8,4.0,,6582.0
2022-09-01,Galesburg,IL,41.0,-90.4,1.0,,6581.0
2022-09-01,Highland Heights,OH,41.6,-81.5,2.0,,6580.0
2022-09-01,Neversink,NY,41.8,-74.6,3.0,,6579.0
2022-09-01,Ferndale,MI,42.5,-83.1,1.0,,6564.0
2022-09-01,Orillia,ON,44.6,-79.4,8.0,,6577.0
2022-09-01,Swampscott,MA,42.5,-70.9,2.0,,6576.0
2022-09-01,Ware,MA,42.2,-72.3,1.0,,6575.0
2022-09-01,Port Oneida,MI,45.0,-85.9,11.0,,6578.0
2022-09-01,Dodge City,KS,37.8,-100.1,12.0,,6573.0
2022-09-01,Webster,NY,43.2,-77.5,20.0,,6572.0
2022-09-01,Savannah,GA,32.0,-81.0,2.0,,6571.0
2022-09-01,Pass Christian,MS,30.3,-89.2,4.0,,6570.0
2022-09-01,Asheville,NC,35.6,-82.6,1.0,,6569.0
2022-09-01,Point Pelee National Park,ON,41.9,-82.5,12.0,,6568.0
2022-09-01,Stevens Point,WI,44.5,-89.5,4.0,,6567.0
2022-09-01,Indian Lake,NY,43.9,-74.4,2.0,,6566.0
2022-09-01,Ligonier,PA,40.2,-79.2,3.0,,6574.0
2022-09-02,Pittsburgh,PA,40.5,-80.1,1.0,,6350.0
2022-09-02,Minneapolis,MN,45.0,-93.2,3.0,,6349.0
2022-09-02,Euclid,OH,41.6,-81.5,10.0,,6348.0
2022-09-02,Atchison,KS,39.6,-95.1,2.0,,6347.0
2022-09-02,Itasca,IL,42.0,-88.0,2.0,,6346.0
2022-09-02,Harpswell,ME,43.8,-70.0,4.0,,6345.0
2022-09-02,Bedford,VA,37.4,-79.6,1.0,,6344.0
2022-09-02,Manchester,VT,43.2,-73.0,1.0,,6334.0
2022-09-02,Gouldsboro,ME,44.4,-68.0,11.0,,6342.0
2022-09-02,Bloomingdale,NJ,41.0,-74.3,6.0,,6341.0
2022-09-02,Minneapolis,MN,45.0,-93.2,1.0,,6340.0
2022-09-02,Lincoln,NE,40.8,-96.7,1.0,,6339.0
2022-09-02,Jordan,NY,43.1,-76.5,2.0,,6338.0
2022-09-02,Minneapolis,MN,45.0,-93.2,1.0,,6337.0
2022-09-02,Johnson City,TN,36.3,-82.4,1.0,,6336.0
2022-09-02,Ottawa,ON,45.4,-75.7,1.0,,6335.0
2022-09-02,Raleigh,NC,35.8,-78.6,1.0,,6343.0
2022-09-02,Seymour,TN,35.9,-83.7,1.0,,6351.0
2022-09-02,Wethersfield,CT,41.7,-72.7,1.0,,6360.0
2022-09-02,Minneapolis,MN,45.2,-93.3,1.0,,6353.0
2022-09-02,Whittemore,MI,44.3,-83.8,1.0,,6333.0
2022-09-02,Milton,NH,43.5,-71.0,1.0,,6370.0
2022-09-02,Lakewood,OH,41.5,-81.8,1.0,,6369.0
2022-09-02,Minneapolis,MN,45.0,-93.2,2.0,,6368.0
2022-09-02,St Paul,MN,44.9,-93.0,4.0,,6367.0
2022-09-02,Carlton,MN,46.7,-92.4,16.0,,6366.0
2022-09-02,Drumright,OK,36.0,-96.6,2.0,,6365.0
2022-09-02,Galesburg,IL,41.0,-90.4,1.0,,6364.0
2022-09-02,Plymouth,MN,45.1,-93.5,1.0,,6363.0
2022-09-02,Averill Park,NY,42.7,-73.6,2.0,,6362.0
2022-09-02,Maryville,TN,35.7,-83.9,1.0,,6361.0
2022-09-02,Mabel,MN,43.5,-91.9,6.0,,6359.0
2022-09-02,Saint-Faustin-Lac-Carr̩,QC,46.1,-74.5,1.0,,6358.0
2022-09-02,Saint-Faustin-Lac-Carr̩,QC,46.1,-74.5,1.0,,6357.0
2022-09-02,Minneapolis,MN,45.0,-93.2,4.0,,6356.0
2022-09-02,Wyoming,IL,41.1,-89.8,2.0,,6355.0
2022-09-02,Coon Rapids,MN,45.1,-93.3,1.0,,6354.0
2022-09-02,Grand Rapids,MI,42.9,-85.6,1.0,,6352.0
2022-09-02,Minneapolis,MN,45.0,-93.2,3.0,,6332.0
2022-09-02,Loveland,CO,40.4,-105.2,1.0,,6291.0
2022-09-02,Minneapolis,MN,45.0,-93.2,3.0,,6330.0
2022-09-02,Richmond,CA,37.9,-122.3,1.0,,6295.0
2022-09-02,Toronto,ON,43.7,-79.3,1.0,,6296.0
2022-09-02,Burlington,ON,43.3,-79.8,5.0,,6297.0
2022-09-02,Lewiston,ME,44.1,-70.2,1.0,,6298.0
2022-09-02,New Market,TN,36.0,-83.5,1.0,,6299.0
2022-09-02,Delancey,NY,42.2,-75.0,1.0,,6300.0
2022-09-02,Minneapolis,MN,45.0,-93.2,1.0,,6301.0
2022-09-02,Harmony,ME,45.0,-69.6,11.0,,6302.0
2022-09-02,Charlotte,NC,35.2,-80.8,1.0,,6303.0
2022-09-02,Johnson City,TN,36.3,-82.4,1.0,,6304.0
2022-09-02,Murrells Inlet,SC,33.5,-79.0,1.0,,6305.0
2022-09-02,Edmond,OK,35.7,-97.4,1.0,,6306.0
2022-09-02,Chesapeake,VA,36.7,-76.2,1.0,,6307.0
2022-09-02,Oak Ridge,TN,36.0,-84.2,1.0,,6308.0
2022-09-02,Fairfield,PE,46.5,-62.1,1.0,,6309.0
2022-09-02,Clarksville,IN,38.3,-85.7,1.0,,6310.0
2022-09-02,Broken Arrow,OK,36.1,-95.7,1.0,,6311.0
2022-09-02,Media,PA,39.9,-75.4,0.0,,6294.0
2022-09-02,Lake George,NY,43.4,-73.7,2.0,,6331.0
2022-09-02,Mcveytown,PA,40.5,-77.8,2.0,,6293.0
2022-09-02,Wake Forest,NC,36.0,-78.5,1.0,,6290.0
2022-09-02,Minneapolis,MN,45.0,-93.2,6.0,,6329.0
2022-09-02,Chesapeake,VA,36.7,-76.2,1.0,,6328.0
2022-09-02,North Frontenac,ON,45.0,-76.8,1.0,,6327.0
2022-09-02,Stoneham,MA,42.5,-71.1,1.0,,6326.0
2022-09-02,Saint-Hyacinthe,QC,45.6,-72.9,10.0,,6325.0
2022-09-02,Jacksonville,NC,34.7,-77.5,1.0,,6324.0
2022-09-02,Clemons,IA,42.2,-93.1,1.0,,6323.0
2022-09-02,Fox Point,NS,44.6,-64.1,1.0,,6322.0
2022-09-02,Jacksonville,NC,34.7,-77.5,1.0,,6321.0
2022-09-02,Waterloo,QC,45.3,-72.5,8.0,,6320.0
2022-09-02,Louisville,KY,38.1,-85.9,2.0,,6319.0
2022-09-02,Trenton,OH,39.5,-84.5,1.0,,6318.0
2022-09-02,Winston-Salem,NC,36.1,-80.2,1.0,,6317.0
2022-09-02,Buffalo,NY,42.9,-78.9,1.0,,6316.0
2022-09-02,Trent Hills,ON,44.3,-78.0,3.0,,6315.0
2022-09-02,Minneapolis,MN,45.0,-93.2,3.0,,6312.0
2022-09-02,Lake Luzerne,NY,43.4,-73.8,6.0,,6371.0
2022-09-02,Bay St Louis,MS,30.3,-89.3,2.0,,6292.0
2022-09-02,Worth Center,NY,43.8,-75.9,10.0,,6372.0
2022-09-02,Buffalo,NY,42.9,-78.9,1.0,,6313.0
2022-09-02,Harrisville,MI,44.6,-83.3,3.0,,6374.0
2022-09-02,Harsens Island,MI,42.6,-82.5,1.0,,6454.0
2022-09-02,Hartford,WI,43.3,-88.4,1.0,,6314.0
2022-09-02,Buffalo,NY,42.8,-78.9,10.0,,6432.0
2022-09-02,Edmond,OK,35.7,-97.5,1.0,,6431.0
2022-09-02,Westbrook,MN,44.0,-95.4,3.0,,6430.0
2022-09-02,North Prairie,WI,42.9,-88.4,20.0,,6429.0
2022-09-02,Morgantown,WV,39.6,-80.0,1.0,,6428.0
2022-09-02,Hamilton,ON,43.3,-79.9,1.0,,6427.0
2022-09-02,Overland,MO,38.7,-90.4,1.0,,6426.0
2022-09-02,Bristol,ME,43.8,-69.5,30.0,,6425.0
2022-09-02,Las Cruces,NM,32.3,-106.8,1.0,,6424.0
2022-09-02,Mesilla,NM,32.3,-106.8,1.0,,6423.0
2022-09-02,Mesilla,NM,32.3,-106.8,1.0,,6422.0
2022-09-02,Tulsa,OK,36.0,-95.9,1.0,,6421.0
2022-09-02,Oklahoma City,OK,35.5,-97.6,4.0,,6420.0
2022-09-02,Honeoye Falls,NY,43.0,-77.6,2.0,,6419.0
2022-09-02,Velarde,NM,36.1,-106.0,5.0,,6418.0
2022-09-02,Minneapolis,MN,44.9,-93.2,12.0,,6453.0
2022-09-02,Hartland,ME,44.9,-69.5,2.0,,6417.0
2022-09-02,Buffalo,NY,42.9,-78.9,1.0,,6452.0
2022-09-02,North Prairie,WI,42.9,-88.4,20.0,,6450.0
2022-09-02,Lee's Summit,MO,38.9,-94.3,1.0,,6433.0
2022-09-02,Bowie,MD,39.0,-76.8,5.0,,6434.0
2022-09-02,Crossville,TN,36.0,-84.9,1.0,,6435.0
2022-09-02,Oakdale,MN,45.0,-93.0,30.0,,6436.0
2022-09-02,Ozark,AR,35.4,-93.8,1.0,,6437.0
2022-09-02,Mt Holly,NC,35.3,-81.0,1.0,,6438.0
2022-09-02,Prior Lake,MN,44.7,-93.5,3.0,,6439.0
2022-09-02,Saint-Lambert,QC,45.5,-73.5,12.0,,6440.0
2022-09-02,Amherst,WI,44.4,-89.3,7.0,,6441.0
2022-09-02,Nevada City,CA,39.3,-120.9,1.0,,6442.0
2022-09-02,KCMO,MO,39.2,-94.5,1.0,,6443.0
2022-09-02,Akron,OH,41.2,-81.6,1.0,,6444.0
2022-09-02,Owasso,OK,36.3,-95.9,2.0,,6445.0
2022-09-02,Shakopee,MN,44.8,-93.5,4.0,,6446.0
2022-09-02,Virginia Beach,VA,36.8,-76.1,3.0,,6447.0
2022-09-02,Long Lake,NY,44.0,-74.5,4.0,,6448.0
2022-09-02,Buffalo,NY,42.9,-78.9,1.0,,6449.0
2022-09-02,Townshend,VT,43.0,-72.7,40.0,,6451.0
2022-09-02,Yukon,OK,35.5,-97.7,1.0,,6416.0
2022-09-02,Enid,OK,36.4,-97.9,4.0,,6373.0
2022-09-02,Toronto,ON,43.7,-79.3,32.0,,6414.0
2022-09-02,Roscommon,MI,44.5,-84.7,3.0,,6391.0
2022-09-02,Buffalo,NY,42.9,-78.9,1.0,,6390.0
2022-09-02,Arden Hills,MN,45.0,-93.2,1.0,,6389.0
2022-09-02,Arden Hills,MN,45.0,-93.2,1.0,,6388.0
2022-09-02,Severna Park,MD,39.1,-76.5,1.0,,6387.0
2022-09-02,Sarnia,ON,43.0,-82.4,1.0,,6386.0
2022-09-02,Soldiers Grove,WI,43.4,-90.8,8.0,,6415.0
2022-09-02,Masons Corner,VA,37.5,-77.9,4.0,,6384.0
2022-09-02,Decatur,GA,33.8,-84.3,2.0,,6383.0
2022-09-02,Irons,MI,44.1,-86.0,1.0,,6382.0
2022-09-02,Conway,AR,35.1,-92.3,2.0,,6381.0
2022-09-02,Cleveland,OH,41.6,-81.6,37.0,,6380.0
2022-09-02,Windsor,ON,42.2,-83.1,1.0,,6379.0
2022-09-02,Gatineau,QC,45.4,-75.8,1.0,,6378.0
2022-09-02,Minneapolis,MN,44.9,-93.3,10.0,,6377.0
2022-09-02,Chatham,ON,42.4,-82.2,9.0,,6376.0
2022-09-02,Skokie,IL,42.0,-87.8,2.0,,6375.0
2022-09-02,Westport,WI,43.1,-89.4,1.0,,6392.0
2022-09-02,Swampscott,MA,42.5,-70.9,1.0,,6393.0
2022-09-02,Blomkest,MN,44.9,-95.0,1.0,,6385.0
2022-09-02,Huntersville,NC,35.4,-80.9,2.0,,6395.0
2022-09-02,Traverse City,MI,44.7,-85.7,2.0,,6413.0
2022-09-02,Davidson,NC,35.5,-80.9,2.0,,6394.0
2022-09-02,Laval,QC,45.6,-73.8,1.0,,6412.0
2022-09-02,Hinsdale,IL,41.8,-87.9,6.0,,6411.0
2022-09-02,Huntsville,ON,45.2,-79.3,3.0,,6410.0
2022-09-02,Green Cove Springs,FL,30.0,-81.7,1.0,,6409.0
2022-09-02,Prescott,WI,44.7,-92.8,5.0,,6407.0
2022-09-02,Barrie,ON,44.4,-79.7,1.0,,6406.0
2022-09-02,Point Pelee National Park,ON,41.9,-82.5,21.0,,6405.0
2022-09-02,Virginia Beach,VA,36.8,-76.1,1.0,,6408.0
2022-09-02,Eagan,MN,44.8,-93.2,6.0,,6403.0
2022-09-02,Minnetonka,MN,44.9,-93.5,4.0,,6404.0
2022-09-02,Cincinnati,OH,39.1,-84.4,2.0,,6397.0
2022-09-02,Chickasha,OK,35.1,-97.9,2.0,,6398.0
2022-09-02,Bethel,VT,43.8,-72.6,1.0,,6399.0
2022-09-02,Stowe,VT,44.5,-72.7,10.0,,6396.0
2022-09-02,Snug Harbour,ON,44.4,-78.7,3.0,,6401.0
2022-09-02,Cincinnati,OH,39.2,-84.5,1.0,,6402.0
2022-09-02,Wexford,PA,40.6,-80.1,1.0,,6400.0
2022-09-03,Glastonbury,CT,41.7,-72.6,2.0,,6177.0
2022-09-03,Dallas,TX,32.9,-96.8,1.0,,6183.0
2022-09-03,Lakewood,OH,41.5,-81.8,2.0,,6182.0
2022-09-03,Pittsburg,KS,37.4,-94.7,1.0,,6181.0
2022-09-03,Lubec,ME,44.9,-67.0,2.0,,6180.0
2022-09-03,Chelsea,OK,36.5,-95.4,1.0,,6179.0
2022-09-03,Cedar Rapids,IA,42.0,-91.8,1.0,,6178.0
2022-09-03,Asphodel-Norwood,ON,44.3,-78.0,1.0,,6176.0
2022-09-03,Littleton,NH,44.3,-71.8,2.0,,6167.0
2022-09-03,Mabel,MN,43.5,-91.9,6.0,,6174.0
2022-09-03,Trent Hills,ON,44.3,-78.0,3.0,,6173.0
2022-09-03,Indianapolis,IN,39.9,-86.1,1.0,,6172.0
2022-09-03,Gore,QC,45.8,-74.2,1.0,,6171.0
2022-09-03,Blainville,QC,45.7,-73.9,3.0,,6170.0
2022-09-03,Baton Rouge,LA,30.4,-91.1,1.0,,6169.0
2022-09-03,Manchester,VT,43.2,-73.0,1.0,,6168.0
2022-09-03,Fayetteville,NC,35.1,-79.1,1.0,,6175.0
2022-09-03,Belmont,NC,35.2,-81.0,1.0,,6184.0
2022-09-03,Peggys Cove,NS,44.5,-63.9,3.0,,6203.0
2022-09-03,Mont-Tremblant,QC,46.1,-74.6,1.0,,6186.0
2022-09-03,Norman,OK,35.2,-97.5,1.0,,6165.0
2022-09-03,Westlake Village,CA,34.2,-118.8,1.0,,6202.0
2022-09-03,Alexander,NC,35.7,-82.6,1.0,,6201.0
2022-09-03,Oklahoma City,OK,35.6,-97.7,1.0,,6200.0
2022-09-03,Tucker,GA,33.8,-84.2,1.0,,6199.0
2022-09-03,Gaithersburg,MD,39.2,-77.2,1.0,,6198.0
2022-09-03,Waupoos Island,ON,43.9,-76.9,6.0,,6197.0
2022-09-03,Barkmere,QC,46.0,-74.6,5.0,,6196.0
2022-09-03,Belleville,ON,44.1,-77.5,1.0,,6195.0
2022-09-03,Topsham,ME,43.9,-70.0,1.0,,6194.0
2022-09-03,Oklahoma City,OK,35.5,-97.5,1.0,,6193.0
2022-09-03,Simpsonville,SC,34.7,-82.3,1.0,,6192.0
2022-09-03,Barkmere,QC,46.0,-74.6,15.0,,6191.0
2022-09-03,Surf City,NC,34.4,-77.5,1.0,,6190.0
2022-09-03,Howe,OK,35.0,-94.6,2.0,,6189.0
2022-09-03,Montcalm,QC,46.0,-74.6,2.0,,6188.0
2022-09-03,Arundel,QC,46.0,-74.6,1.0,,6187.0
2022-09-03,Saint-Faustin-Lac-Carr̩,QC,46.1,-74.5,1.0,,6185.0
2022-09-03,Corozal,PR,18.3,-66.3,1.0,,6164.0
2022-09-03,River Forest,IL,41.9,-87.8,1.0,,6143.0
2022-09-03,Milton,NH,43.5,-71.0,1.0,,6162.0
2022-09-03,Pepperell,MA,42.7,-71.6,1.0,,6139.0
